Number of nodes 465 
   146 :  1.4899046e+01  4.0550231e+01 
   147 :  1.5262798e+01  4.0071444e+01 
   148 :  1.5805911e+01  3.9762997e+01 
   149 :  1.6069163e+01  3.9175301e+01 
   150 :  1.5950084e+01  3.8698123e+01 
   151 :  1.5659255e+01  3.8179497e+01 
   152 :  1.6135418e+01  3.8032160e+01 
   153 :  1.6569522e+01  3.8527628e+01 
   154 :  1.7019077e+01  3.8926522e+01 
   155 :  1.7022075e+01  3.9459089e+01 
   156 :  1.6550291e+01  3.9872299e+01 
   157 :  1.6909540e+01  4.0429537e+01 
   158 :  1.7623124e+01  4.0305947e+01 
   159 :  1.8122339e+01  3.9885179e+01 
   160 :  1.8439790e+01  4.0259617e+01 
   161 :  1.7859296e+01  4.0697053e+01 
   162 :  1.7157928e+01  4.1029237e+01 
   163 :  1.6398901e+01  4.1290582e+01 
   164 :  1.6030705e+01  4.1688797e+01 
   165 :  1.5665257e+01  4.1892695e+01 
   166 :  1.4854112e+01  4.2041306e+01 
   167 :  1.4237138e+01  4.2465564e+01 
   168 :  1.3864580e+01  4.3022517e+01 
   169 :  1.3533445e+01  4.3598333e+01 
   170 :  1.2819711e+01  4.3950729e+01 
   171 :  1.2303845e+01  4.4429930e+01 
   172 :  1.2435607e+01  4.4989240e+01 
   173 :  1.2362419e+01  4.5493877e+01 
   174 :  1.3101230e+01  4.5689926e+01 
   175 :  1.3694010e+01  4.5558567e+01 
   176 :  1.3701809e+01  4.5029434e+01 
   177 :  1.4171256e+01  4.5084677e+01 
   178 :  1.4774536e+01  4.5109452e+01 
   179 :  1.5119802e+01  4.4550784e+01 
   180 :  1.5317792e+01  4.4039815e+01 
   181 :  1.5927780e+01  4.3612063e+01 
   182 :  1.6640800e+01  4.3443896e+01 
   183 :  1.7354342e+01  4.3088074e+01 
   184 :  1.7940048e+01  4.2736855e+01 
   185 :  1.8650701e+01  4.2485104e+01 
   186 :  1.9131976e+01  4.2018004e+01 
   187 :  1.9524425e+01  4.1568333e+01 
   188 :  1.9458013e+01  4.0966589e+01 
   189 :  1.9422907e+01  4.0399627e+01 
   190 :  1.9888504e+01  3.9988085e+01 
   191 :  2.0243424e+01  3.9444945e+01 
   192 :  2.0749433e+01  3.8996895e+01 
   193 :  2.0868875e+01  3.8916910e+01 
   194 :  2.1108259e+01  3.8368833e+01 
   195 :  2.1787417e+01  3.8369732e+01 
   196 :  2.2524986e+01  3.8341596e+01 
   197 :  2.3147061e+01  3.8084840e+01 
   198 :  2.2494197e+01  3.8120927e+01 
   199 :  2.1760670e+01  3.8225820e+01 
   200 :  2.1185710e+01  3.7922793e+01 
   201 :  2.1613928e+01  3.7479562e+01 
   202 :  2.1694247e+01  3.6905140e+01 
   203 :  2.2118742e+01  3.6976296e+01 
   204 :  2.2467390e+01  3.6529005e+01 
   205 :  2.2914774e+01  3.6598948e+01 
   206 :  2.3028577e+01  3.6897344e+01 
   207 :  2.2744148e+01  3.7480230e+01 
   208 :  2.3308256e+01  3.7387108e+01 
   209 :  2.3159371e+01  3.7797236e+01 
   210 :  2.3617255e+01  3.7957884e+01 
   211 :  2.4050976e+01  3.7855661e+01 
   212 :  2.3747695e+01  3.8333508e+01 
   213 :  2.3115137e+01  3.8660975e+01 
   214 :  2.2871642e+01  3.9033855e+01 
   215 :  2.3203280e+01  3.9165977e+01 
   216 :  2.2905696e+01  3.9650165e+01 
   217 :  2.2574961e+01  4.0203959e+01 
   218 :  2.2910001e+01  4.0522863e+01 
   219 :  2.3508080e+01  4.0245655e+01 
   220 :  2.3906458e+01  4.0153495e+01 
   221 :  2.4239598e+01  4.0198876e+01 
   222 :  2.3873627e+01  4.0495018e+01 
   223 :  2.4150949e+01  4.0749588e+01 
   224 :  2.4869015e+01  4.0887876e+01 
   225 :  2.5620839e+01  4.0864905e+01 
   226 :  2.6272374e+01  4.0598284e+01 
   227 :  2.6561121e+01  4.0485324e+01 
   228 :  1.5000986e+01  3.6699161e+01 
   229 :  1.5233724e+01  3.7144650e+01 
   230 :  1.5207225e+01  3.7691673e+01 
   231 :  1.5551866e+01  3.8209187e+01 
   232 :  1.4873883e+01  3.8167520e+01 
   233 :  1.4157375e+01  3.8017790e+01 
   234 :  1.3460519e+01  3.8103351e+01 
   235 :  1.2839768e+01  3.8074696e+01 
   236 :  1.2466909e+01  3.7736748e+01 
   237 :  1.3109848e+01  3.7496494e+01 
   238 :  1.3727090e+01  3.7175266e+01 
   239 :  1.4381646e+01  3.6948566e+01 
   240 :  8.5554517e+00  3.9041259e+01 
   241 :  9.0619856e+00  3.9168578e+01 
   242 :  9.6114829e+00  3.9352953e+01 
   243 :  9.6985769e+00  3.9981027e+01 
   244 :  9.7900826e+00  4.0570739e+01 
   245 :  9.5011940e+00  4.1149107e+01 
   246 :  8.8293757e+00  4.0960240e+01 
   247 :  8.1583307e+00  4.0763712e+01 
   248 :  8.4651125e+00  4.0196546e+01 
   249 :  8.4554978e+00  3.9631197e+01 
   250 :  3.3021388e+01  3.4666038e+01 
   251 :  3.3627485e+01  3.4889211e+01 
   252 :  3.3946538e+01  3.5143088e+01 
   253 :  3.4347033e+01  3.5532096e+01 
   254 :  3.3878976e+01  3.5425722e+01 
   255 :  3.3202586e+01  3.5350283e+01 
   256 :  3.2682723e+01  3.5177295e+01 
   257 :  3.2392203e+01  3.4796989e+01 
   258 :  9.0881701e+00  4.1444640e+01 
   259 :  9.4170451e+00  4.1904384e+01 
   260 :  9.5220436e+00  4.2527445e+01 
   261 :  9.3228889e+00  4.2857193e+01 
   262 :  8.6910742e+00  4.2499342e+01 
   263 :  8.6758974e+00  4.1930288e+01 
   264 :  2.4837538e+01  3.4962917e+01 
   265 :  2.5649229e+01  3.5000632e+01 
   266 :  2.6294131e+01  3.5230000e+01 
   267 :  2.5691527e+01  3.5314716e+01 
   268 :  2.4900137e+01  3.5422094e+01 
   269 :  2.4171117e+01  3.5514665e+01 
   270 :  2.3570421e+01  3.5479441e+01 
   271 :  2.4096207e+01  3.5194331e+01 
   272 :  2.4480983e+01  3.7978393e+01 
   273 :  2.4225456e+01  3.8335225e+01 
   274 :  2.3833650e+01  3.8689442e+01 
   275 :  2.3308340e+01  3.9020861e+01 
   276 :  2.3463723e+01  3.8635152e+01 
   277 :  2.4021213e+01  3.8354323e+01 
   278 :  3.0879314e+00  3.9329249e+01 
   279 :  3.3709449e+00  3.9760953e+01 
   280 :  2.8494500e+00  3.9869285e+01 
   281 :  2.4712017e+00  3.9531917e+01 
   282 :  1.5897530e+01  3.6566656e+01 
   283 :  1.7001772e+01  3.8339346e+01 
   284 :  1.5748312e+01  3.2535674e+01 
   285 :  2.0766093e+01  3.3113555e+01 
   286 :  7.9574242e+00  3.9374024e+01 
   287 :  2.7810348e+01  3.1840924e+01 
   288 :  3.0610847e+01  3.1903381e+01 
   289 :  2.0116094e+01  3.9035063e+01 
   290 :  3.7426544e+00  3.9437079e+01 
   291 :  1.4226528e+01  3.6502060e+01 
   292 :  2.9977381e+01  3.5823087e+01 
   293 :  3.2551013e+01  3.4270566e+01 
   294 :  3.6664177e+00  4.1881724e+01 
   295 :  1.0102365e+01  3.9675653e+01 
   296 :  2.5439132e+01  3.2095731e+01 
   297 :  1.3029187e+01  3.8622802e+01 
   298 :  2.7932212e+01  3.6367203e+01 
   299 :  1.3304229e+01  3.3398348e+01 
   300 :  2.5336666e+01  3.5852561e+01 
   301 :  4.7475759e+00  3.9993967e+01 
   302 :  5.6211812e+00  3.7387333e+01 
   303 :  2.4685814e+00  3.9079647e+01 
   304 :  6.1666208e+00  4.2452719e+01 
   305 :  1.7873508e+01  3.1525391e+01 
   306 :  2.3281591e+01  3.4728339e+01 
   307 :  2.3302120e+01  3.6695037e+01 
   308 :  2.3869202e+01  3.9291905e+01 
   309 :  3.4092799e+01  3.2254479e+01 
   310 :  2.4200288e+01  3.2690459e+01 
   311 :  2.5719703e+01  3.9678576e+01 
   312 :  2.1185739e+01  3.7150133e+01 
   313 :  2.0913853e+01  3.7464624e+01 
   314 :  2.0463255e+01  3.6696051e+01 
   315 :  3.3406785e+01  3.4265364e+01 
   316 :  1.3077995e+01  3.6894124e+01 
   317 :  9.5166732e+00  3.8844395e+01 
   318 :  7.8212871e+00  3.7480811e+01 
   319 :  1.2110382e+01  4.1097562e+01 
   320 :  2.2514103e+01  3.5584122e+01 
   321 :  3.2267367e+00  4.0240105e+01 
   322 :  7.8235917e-02  3.7830943e+01 
   323 :  2.4907512e+01  3.8360514e+01 
   324 :  1.6166271e+01  4.2123567e+01 
   325 :  2.8841422e+01  3.5489979e+01 
   326 :  3.2079243e+01  3.5309757e+01 
   327 :  1.4532304e+01  3.9942064e+01 
   328 : -6.5725564e-01  3.7378778e+01 
   329 :  1.2390276e+01  3.8202115e+01 
   330 :  2.6983600e+01  3.7197453e+01 
   331 :  2.6131404e+01  3.4626512e+01 
   332 :  7.7850194e+00  4.0170338e+01 
   333 :  3.4414742e+01  3.5100652e+01 
   334 :  1.3947685e+01  4.4615246e+01 
   335 :  2.3644358e+00  4.0075055e+01 
   336 :  1.6496684e+00  3.7162755e+01 
   337 :  1.5318912e+01  3.9047757e+01 
   338 :  2.7116497e+01  3.6103015e+01 
   339 :  4.1708689e+00  3.7526254e+01 
   340 :  2.3345228e+01  3.9541417e+01 
   341 :  2.2917880e+01  3.3420192e+01 
   342 :  1.1618222e+01  3.5332439e+01 
   343 :  1.9547426e+01  3.9530776e+01 
   344 :  1.0892226e+01  4.1771570e+01 
   345 : -2.3304686e+00  3.5767289e+01 
   346 :  9.7919405e+00  3.7887133e+01 
   347 :  6.6618043e+00  3.9491398e+01 
   348 :  1.8202031e+01  4.1790891e+01 
   349 :  2.5215948e+01  3.7740842e+01 
   350 : -1.1761423e+00  3.6221479e+01 
   351 :  2.5879804e+01  3.8536204e+01 
   352 :  8.9536963e+00  4.3706715e+01 
   353 :  7.2846469e+00  4.3051275e+01 
   354 :  3.4445900e+01  3.3586492e+01 
   355 :  4.9202406e+00  3.8779398e+01 
   356 :  1.1993081e+01  3.9065814e+01 
   357 :  1.4232118e+00  3.9514678e+01 
   358 :  1.6906801e+01  4.1666219e+01 
   359 :  1.5129189e+01  4.2668514e+01 
   360 :  1.1193366e+01  3.4370738e+01 
   361 :  1.5231887e+01  3.3715115e+01 
   362 :  1.7760794e+01  3.9192163e+01 
   363 :  3.1396968e+01  3.6187197e+01 
   364 :  2.6553708e+01  3.7860848e+01 
   365 :  3.5304904e+01  3.5731857e+01 
   366 : -3.4123303e+00  3.5870237e+01 
   367 :  1.7171780e+01  4.2421248e+01 
   368 :  1.5278114e+01  3.5767198e+01 
   369 :  1.1342458e+01  3.7819275e+01 
   370 :  2.5351885e+01  3.4448443e+01 
   371 :  2.3235772e+01  3.6175922e+01 
   372 :  1.9077655e+01  3.8567770e+01 
   373 :  1.3065447e+01  4.4600247e+01 
   374 :  2.8655410e+01  3.6377259e+01 
   375 : -4.2103313e-02  3.6675855e+01 
   376 : -4.4764735e+00  3.5855405e+01 
   377 :  1.4611156e+01  4.3519137e+01 
   378 :  4.6993482e+00  4.2709481e+01 
   379 :  7.9156335e+00  3.8605706e+01 
   380 :  1.9289881e+01  3.1052390e+01 
   381 :  2.8720292e+00  4.1037379e+01 
   382 :  1.5751955e+01  3.7818655e+01 
   383 :  6.7460095e+00  4.0986669e+01 
   384 :  8.3397406e+00  4.1369654e+01 
   385 :  3.1459243e+01  3.4199012e+01 
   386 :  2.5545825e+01  4.0398923e+01 
   387 :  1.3072474e+01  4.0151436e+01 
   388 :  1.3053131e+01  4.5305387e+01 
   389 :  1.8716775e+01  4.0798930e+01 
   390 :  2.4100200e+01  3.9902840e+01 
   391 :  2.4744071e+01  3.9891853e+01 
   392 :  1.5367834e+00  3.8454173e+01 
   393 :  2.4673523e+01  4.0467080e+01 
   394 :  1.9108254e+01  4.0176717e+01 
   395 :  2.6438379e+01  3.8992747e+01 
   396 :  2.1908520e+01  3.6564870e+01 
   397 :  1.9133702e+01  3.2064687e+01 
   398 :  1.2091196e+01  3.3982159e+01 
   399 :  2.0483391e+01  3.8615594e+01 
   400 :  1.1701586e+01  3.6670912e+01 
   401 :  9.8327229e+00  4.3242879e+01 
   402 :  1.6998969e+01  3.7334483e+01 
   403 :  2.4941123e+01  3.9037596e+01 
   404 :  3.4720921e+01  3.6154761e+01 
   405 :  1.9561207e+01  3.3177109e+01 
   406 :  3.2030062e+00  3.8409100e+01 
   407 :  3.2438620e+01  3.2883097e+01 
   408 :  1.5981365e+00  4.0609414e+01 
   409 :  8.9246225e+00  3.8641119e+01 
   410 :  8.7028904e+00  3.7841547e+01 
   411 :  2.3664302e+01  3.7537448e+01 
   412 :  3.4349996e+01  3.4582041e+01 
   413 :  2.6196948e+01  3.3316259e+01 
   414 :  1.7260064e+01  4.0027207e+01 
   415 :  1.4006964e+01  3.8736020e+01 
   416 :  2.0531434e+01  3.7958596e+01 
   417 :  2.3779492e+01  3.5920073e+01 
   418 :  2.4197407e+01  3.6658826e+01 
   419 :  2.3135791e+01  4.0016745e+01 
   420 :  1.6422123e+01  3.1846079e+01 
   421 :  1.0105669e+01  4.1047948e+01 
   422 :  1.0905139e+01  4.0317343e+01 
   423 :  3.2760858e+01  3.5616862e+01 
   424 :  2.4334188e+01  3.4125065e+01 
   425 :  2.6019277e+01  3.6797865e+01 
   426 :  3.3939254e+01  3.5811732e+01 
   427 :  2.5868927e+01  3.9126473e+01 
   428 :  2.3206445e+01  3.8916238e+01 
   429 :  7.8289537e+00  4.2213618e+01 
   430 :  3.1436143e+01  3.2062771e+01 
   431 :  1.3279926e+01  3.5399215e+01 
   432 :  1.1124880e+01  3.6068879e+01 
   433 :  2.4055239e+01  3.8082342e+01 
   434 :  3.5558257e+01  3.6293937e+01 
   435 :  3.0659508e+01  3.2736010e+01 
   436 :  9.7331422e+00  4.1488800e+01 
   437 : -1.2307577e+00  3.7025104e+01 
   438 :  2.1399710e+01  3.8248614e+01 
   439 :  1.8684987e+01  3.9689155e+01 
   440 :  1.0397130e+01  3.9013958e+01 
   441 :  2.6088127e+01  3.5806724e+01 
   442 :  1.6355340e+01  4.2847543e+01 
   443 :  2.6018909e+01  3.7806900e+01 
   444 :  1.7921069e+01  3.5136376e+01 
   445 :  4.3652703e+00  4.1080187e+01 
   446 :  3.7904718e+00  4.3064904e+01 
   447 :  3.7082161e+00  4.2573772e+01 
   448 :  8.2920442e+00  4.3070034e+01 
   449 :  1.0475655e+01  3.7292163e+01 
   450 :  3.5164180e+01  3.5066532e+01 
   451 :  3.7301420e-01  3.9508784e+01 
   452 :  1.4532512e+01  4.4706289e+01 
   453 :  1.4535483e+01  4.4171149e+01 
   454 :  2.1362650e+01  3.4047841e+01 
   455 :  2.7175531e+01  3.6891239e+01 
   456 :  1.7399830e+01  3.2953382e+01 
   457 :  2.7263917e+01  3.4752269e+01 
   458 :  6.7475708e+00  3.7900909e+01 
   459 :  2.9175089e+01  3.3570093e+01 
   460 :  2.6582627e+01  3.7440398e+01 
   461 :  2.3650251e+01  3.9847654e+01 
   462 :  3.8584229e+00  4.0088910e+01 
   463 :  3.0648848e+01  3.5297913e+01 
   464 :  1.0084046e+01  4.2608186e+01 
Number of triangles 660 
     0 :    291    239    238 
     1 :    382    231    230 
     2 :    396    320    204 
     3 :    328    375    322 
     4 :    400    316    236 
     5 :    426    255    254 
     6 :    388    176    175 
     7 :    430     40     39 
     8 :    393    223    221 
     9 :    339     95     94 
    10 :    418    349    272 
    11 :    302    339     93 
    12 :    391    390    308 
    13 :    453    334    169 
    14 :    459    287     43 
    15 :    434     27     26 
    16 :    287     48     47 
    17 :    374     16     15 
    18 :    313    416    314 
    19 :    334    373    169 
    20 :    373    170    169 
    21 :    438    200    199 
    22 :    345    113    112 
    23 :    375    336    322 
    24 :    438    199    195 
    25 :    407    315    293 
    26 :    411    418    211 
    27 :    302     92     91 
    28 :    407     39     38 
    29 :    309     37     36 
    30 :    348    389    187 
    31 :    320    396    314 
    32 :    277    433    272 
    33 :    326    423     21 
    34 :    400    432    342 
    35 :    336    375     98 
    36 :    313    201    200 
    37 :    389    348    161 
    38 :    362    159    155 
    39 :    337    232    231 
    40 :    425    455    330 
    41 :    255    426     22 
    42 :      4      3      5 
    43 :    245    258    246 
    44 :    327    337    147 
    45 :    321    335    280 
    46 :    415    337    327 
    47 :    393    386    224 
    48 :    393    391    386 
    49 :    288    435     43 
    50 :    337    148    147 
    51 :    348    187    186 
    52 :    428    276    275 
    53 :    322    392    118 
    54 :    386    225    224 
    55 :    309     34     33 
    56 :    416    200    194 
    57 :    419    219    218 
    58 :    445    378    294 
    59 :    363    326     21 
    60 :    434     26     25 
    61 :    390    461    308 
    62 :    402    372    283 
    63 :    389    189    188 
    64 :    322    118    117 
    65 :    454    405    285 
    66 :    394    343    190 
    67 :    332    286    249 
    68 :    377    181    180 
    69 :    436    344    259 
    70 :    350    437    113 
    71 :    395      2      1 
    72 :    406    336     95 
    73 :    336    392    322 
    74 :    316    237    236 
    75 :    360     76     75 
    76 :    386    391    311 
    77 :    354     32     31 
    78 :    345    350    113 
    79 :    364      8      7 
    80 :    407    354    315 
    81 :    378    445    304 
    82 :    396    204    203 
    83 :    299     73     72 
    84 :    340    216    215 
    85 :    310     53     52 
    86 :    346    440    317 
    87 :    388    173    172 
    88 :    375    100     99 
    89 :    330      9      8 
    90 :    423    255     22 
    91 :    348    358    162 
    92 :    376    111    110 
    93 :    437    375    328 
    94 :    419    217    216 
    95 :    372    362    283 
    96 :    433    277    212 
    97 :    302    355    339 
    98 :    452    179    178 
    99 :    344    142    141 
   100 :    391    393    221 
   101 :    446    129    128 
   102 :    327    146    145 
   103 :    449    346     85 
   104 :    460    425    330 
   105 :    320    371    204 
   106 :    306    454    341 
   107 :    381    335    321 
   108 :    360     78     76 
   109 :    443    351    349 
   110 :    386    311      0 
   111 :    354    412    315 
   112 :    454    320    314 
   113 :    444    454    314 
   114 :    366    112    111 
   115 :    226    386      0 
   116 :    345    102    101 
   117 :    446    378    129 
   118 :    339    406     95 
   119 :    461    220    219 
   120 :    449    369    346 
   121 :    425    443    349 
   122 :    358    324    164 
   123 :    418    269    268 
   124 :    393    224    223 
   125 :    316    291    238 
   126 :    418    425    349 
   127 :    380    305     63 
   128 :    444    402    282 
   129 :    416    372    314 
   130 :    452    178    177 
   131 :    408    124    123 
   132 :    417    371    270 
   133 :    287    413     48 
   134 :    455    338     12 
   135 :    337    231    150 
   136 :    399    416    194 
   137 :    402    444    314 
   138 :    416    313    200 
   139 :    434     28     27 
   140 :    296     49     48 
   141 :    372    402    314 
   142 :    314    396    202 
   143 :    446    128    127 
   144 :    337    415    232 
   145 :    436    421    344 
   146 :    287     46     45 
   147 :    336     96     95 
   148 :    414    156    155 
   149 :    382    152    151 
   150 :    454    444    405 
   151 :    343    191    190 
   152 :    419    218    217 
   153 :    427    395      1 
   154 :    364      7      6 
   155 :    435    459     43 
   156 :    394    190    189 
   157 :    324    359    165 
   158 :    394    439    343 
   159 :    395      3      2 
   160 :    249    286    240 
   161 :    464    140    139 
   162 :    293    315    250 
   163 :    357    303    281 
   164 :    298    374     13 
   165 :    424    306    341 
   166 :    309    407     38 
   167 :    414    159    158 
   168 :    392    357    118 
   169 :    361    431    299 
   170 :    388    174    173 
   171 :    403    274    273 
   172 :    413    296     48 
   173 :    428    214    213 
   174 :    290    462    279 
   175 :    289    192    191 
   176 :    389    394    189 
   177 :    351    443      6 
   178 :    344    464    259 
   179 :    275    308    215 
   180 :    371    307    205 
   181 :    301    462    290 
   182 :    338    441    266 
   183 :    350    345    101 
   184 :    298     13     12 
   185 :    358    164    163 
   186 :    349    323    272 
   187 :    411    210    209 
   188 :    297    329    235 
   189 :    363     21     20 
   190 :    313    312    201 
   191 :    458    355    302 
   192 :    369    400    236 
   193 :    418    417    269 
   194 :    312    202    201 
   195 :    387    415    327 
   196 :    411    209    208 
   197 :    374    298    325 
   198 :    353    134    133 
   199 :    368    444    282 
   200 :    317    242    241 
   201 :    429    353    304 
   202 :    457    338    266 
   203 :    374     14     13 
   204 :    444    368    361 
   205 :    429    384    263 
   206 :    308    461    340 
   207 :    289    399    192 
   208 :    388    373    176 
   209 :    449     84     83 
   210 :    378    447    294 
   211 :    318     88     87 
   212 :    315    251    250 
   213 :    456    444    361 
   214 :    357    408    121 
   215 :    357    451    118 
   216 :    459    413    287 
   217 :    332    249    248 
   218 :    375    437    350 
   219 :    401    139    138 
   220 :    414    157    156 
   221 :    415    387    297 
   222 :    369    440    346 
   223 :    409    241    240 
   224 :    351    403    323 
   225 :    395      5      3 
   226 :    383    445    301 
   227 :    460    443    425 
   228 :    378    130    129 
   229 :    363     18     17 
   230 :    396    203    202 
   231 :    423     22     21 
   232 :    364    460      8 
   233 :    358    367    324 
