Number of nodes 399 
   143 :  1.6383947e+01  4.1296287e+01 
   144 :  1.6135142e+01  4.1752265e+01 
   145 :  1.5417411e+01  4.1926013e+01 
   146 :  1.4584036e+01  4.2223631e+01 
   147 :  1.3967093e+01  4.2769016e+01 
   148 :  1.3660152e+01  4.3450647e+01 
   149 :  1.2927418e+01  4.3908901e+01 
   150 :  1.2303845e+01  4.4429930e+01 
   151 :  1.2342074e+01  4.5047370e+01 
   152 :  1.2528758e+01  4.5510102e+01 
   153 :  1.3430017e+01  4.5724395e+01 
   154 :  1.3565835e+01  4.5284854e+01 
   155 :  1.4024349e+01  4.4929377e+01 
   156 :  1.4674748e+01  4.5181528e+01 
   157 :  1.5105444e+01  4.4562296e+01 
   158 :  1.5387887e+01  4.3983483e+01 
   159 :  1.6052384e+01  4.3489823e+01 
   160 :  1.6938317e+01  4.3312843e+01 
   161 :  1.7589078e+01  4.2862199e+01 
   162 :  1.8396074e+01  4.2472126e+01 
   163 :  1.9044495e+01  4.2110413e+01 
   164 :  1.9533437e+01  4.1592616e+01 
   165 :  1.9452665e+01  4.0903874e+01 
   166 :  1.9407948e+01  4.0287698e+01 
   167 :  2.0015300e+01  3.9770508e+01 
   168 :  2.0498692e+01  3.9200011e+01 
   169 :  2.1138590e+01  3.8889972e+01 
   170 :  2.1064317e+01  3.8488561e+01 
   171 :  2.1740060e+01  3.8362629e+01 
   172 :  2.2579023e+01  3.8322503e+01 
   173 :  2.2978824e+01  3.8063507e+01 
   174 :  2.2223468e+01  3.8199099e+01 
   175 :  2.1387069e+01  3.8190221e+01 
   176 :  2.1405424e+01  3.7627789e+01 
   177 :  2.1619008e+01  3.7026408e+01 
   178 :  2.2070297e+01  3.7008166e+01 
   179 :  2.2481062e+01  3.6565166e+01 
   180 :  2.3022908e+01  3.6508187e+01 
   181 :  2.2963307e+01  3.7104248e+01 
   182 :  2.3041715e+01  3.7458656e+01 
   183 :  2.3248991e+01  3.7575540e+01 
   184 :  2.3441285e+01  3.8003965e+01 
   185 :  2.4060042e+01  3.7793120e+01 
   186 :  2.3717453e+01  3.8341992e+01 
   187 :  2.3010790e+01  3.8735341e+01 
   188 :  2.2864965e+01  3.9205511e+01 
   189 :  2.3188856e+01  3.9394891e+01 
   190 :  2.2664642e+01  3.9973188e+01 
   191 :  2.2814812e+01  4.0591343e+01 
   192 :  2.3413794e+01  4.0267475e+01 
   193 :  2.3894197e+01  4.0161919e+01 
   194 :  2.4335954e+01  4.0161533e+01 
   195 :  2.3735904e+01  4.0642973e+01 
   196 :  2.4426935e+01  4.0924523e+01 
   197 :  2.5282397e+01  4.0931428e+01 
   198 :  2.6084020e+01  4.0677033e+01 
   199 :  2.6665701e+01  4.0523364e+01 
   200 :  1.5000986e+01  3.6699161e+01 
   201 :  1.5167203e+01  3.7250205e+01 
   202 :  1.5332521e+01  3.7904729e+01 
   203 :  1.5165229e+01  3.8170807e+01 
   204 :  1.4307321e+01  3.8015634e+01 
   205 :  1.3460519e+01  3.8103351e+01 
   206 :  1.2704857e+01  3.8114343e+01 
   207 :  1.2683014e+01  3.7578234e+01 
   208 :  1.3477413e+01  3.7301067e+01 
   209 :  1.4282045e+01  3.7035320e+01 
   210 :  8.5554517e+00  3.9041259e+01 
   211 :  9.2480080e+00  3.9211329e+01 
   212 :  9.6601946e+00  3.9666445e+01 
   213 :  9.7748537e+00  4.0418893e+01 
   214 :  9.5011939e+00  4.1149107e+01 
   215 :  8.6499980e+00  4.0880783e+01 
   216 :  8.3475165e+00  4.0496554e+01 
   217 :  8.5243969e+00  3.9777440e+01 
   218 :  3.3021388e+01  3.4666038e+01 
   219 :  3.3820760e+01  3.4957758e+01 
   220 :  3.4159792e+01  3.5421888e+01 
   221 :  3.3878976e+01  3.5425722e+01 
   222 :  3.2974308e+01  3.5372242e+01 
   223 :  3.2324588e+01  3.4972834e+01 
   224 :  9.0881701e+00  4.1444640e+01 
   225 :  9.4170451e+00  4.1904384e+01 
   226 :  9.5220436e+00  4.2527445e+01 
   227 :  9.3228889e+00  4.2857193e+01 
   228 :  8.6910742e+00  4.2499342e+01 
   229 :  8.6758974e+00  4.1930288e+01 
   230 :  2.4837538e+01  3.4962917e+01 
   231 :  2.5649229e+01  3.5000632e+01 
   232 :  2.6294131e+01  3.5230000e+01 
   233 :  2.5691527e+01  3.5314716e+01 
   234 :  2.4900137e+01  3.5422094e+01 
   235 :  2.4171117e+01  3.5514665e+01 
   236 :  2.3570421e+01  3.5479441e+01 
   237 :  2.4096207e+01  3.5194331e+01 
   238 :  2.4480983e+01  3.7978393e+01 
   239 :  2.4128429e+01  3.8593609e+01 
   240 :  2.3308340e+01  3.9020861e+01 
   241 :  2.3703719e+01  3.8439642e+01 
   242 :  3.0879314e+00  3.9329249e+01 
   243 :  3.3709450e+00  3.9760953e+01 
   244 :  2.8494500e+00  3.9869285e+01 
   245 :  2.4712017e+00  3.9531917e+01 
   246 :  1.6896239e+01  3.7902440e+01 
   247 :  1.9799406e+01  3.2867178e+01 
   248 :  3.7389147e+00  3.9394380e+01 
   249 :  2.8182607e+01  3.1866115e+01 
   250 :  3.0655466e+01  3.1950700e+01 
   251 :  1.4952575e+01  3.3282306e+01 
   252 :  2.7098549e+01  3.7188923e+01 
   253 :  1.3182702e+01  3.3581508e+01 
   254 :  2.0935162e+01  3.7266258e+01 
   255 :  2.5480756e+01  3.2241335e+01 
   256 :  2.9849955e+01  3.5383091e+01 
   257 :  7.9486338e+00  4.0903957e+01 
   258 :  3.2052250e+01  3.1964048e+01 
   259 :  7.4224655e+00  4.0283788e+01 
   260 :  2.1531799e+01  3.3482998e+01 
   261 :  2.5825283e+00  3.8987335e+01 
   262 :  1.3254077e+01  4.0416301e+01 
   263 :  2.8353427e+01  3.6550973e+01 
   264 :  1.0146960e+01  3.9102640e+01 
   265 :  6.5594188e+00  3.7625541e+01 
   266 :  2.4483840e+01  3.6103594e+01 
   267 :  2.5957786e+01  3.9597710e+01 
   268 :  1.2856508e+01  3.6809333e+01 
   269 :  2.3489060e+01  3.6718408e+01 
   270 :  2.4022214e+01  3.4693707e+01 
   271 :  2.3688016e+01  3.9287646e+01 
   272 :  2.6285277e+01  3.9165123e+01 
   273 :  1.9723426e+01  3.9214522e+01 
   274 :  3.4109056e+01  3.3137433e+01 
   275 :  2.7726577e+01  3.6225441e+01 
   276 :  1.4774406e+01  3.8552023e+01 
   277 :  2.6374003e+01  3.8026182e+01 
   278 :  1.2083790e+01  3.7796777e+01 
   279 :  6.3337343e+00  4.2656944e+01 
   280 :  2.4759992e+01  3.8506964e+01 
   281 :  2.5785383e-01  3.7939106e+01 
   282 :  3.1667888e+00  4.0213049e+01 
   283 :  1.1592820e+01  3.3849576e+01 
   284 :  2.5842593e+01  3.5832330e+01 
   285 :  1.0322328e+01  4.0898043e+01 
   286 :  1.7542171e+01  3.9003230e+01 
   287 :  3.4264183e+01  3.5026498e+01 
   288 :  4.7049720e+00  4.2616869e+01 
   289 :  2.2698093e+01  3.6145001e+01 
   290 :  2.1719613e+01  3.6212649e+01 
   291 :  2.3743230e+00  4.0066138e+01 
   292 :  4.8423083e+00  3.7557731e+01 
   293 :  2.4090235e+01  3.2641074e+01 
   294 :  9.1054304e+00  3.8484650e+01 
   295 :  6.3047975e-01  3.9466864e+01 
   296 :  1.9182255e+01  3.1552931e+01 
   297 :  1.4036434e+01  3.6323703e+01 
   298 :  1.0501959e+01  3.7318802e+01 
   299 : -1.0505177e+00  3.6875755e+01 
   300 :  3.4856335e+01  3.6164563e+01 
   301 :  2.6254346e+01  3.4460516e+01 
   302 :  1.7429725e+01  4.2063465e+01 
   303 :  1.7057853e+00  3.7250490e+01 
   304 :  1.5890713e+01  3.6984568e+01 
   305 :  1.7769107e+01  3.6750721e+01 
   306 :  1.5948060e+01  3.5468693e+01 
   307 :  1.5777600e+01  4.2462899e+01 
   308 :  3.4298991e+01  3.4271263e+01 
   309 :  8.6879425e+00  4.3061274e+01 
   310 :  2.4485607e+01  3.9192539e+01 
   311 :  2.3323008e+01  3.7291246e+01 
   312 :  3.2521763e+01  3.3843775e+01 
   313 : -2.4235404e+00  3.5800450e+01 
   314 :  1.7134325e+01  3.2585622e+01 
   315 :  4.2161858e+00  4.0161310e+01 
   316 :  1.0175078e+01  4.2200971e+01 
   317 :  1.1858012e+01  3.8751569e+01 
   318 :  2.3512663e+01  3.9843612e+01 
   319 :  2.5205542e+01  3.9922027e+01 
   320 :  1.8551701e+01  4.1450668e+01 
   321 : -3.4018235e+00  3.5861186e+01 
   322 :  3.1374030e+01  3.5912635e+01 
   323 :  3.7753823e+00  4.1129175e+01 
   324 :  1.3231132e+01  4.4774216e+01 
   325 :  1.4909739e+01  4.3273379e+01 
   326 :  2.7528753e+01  3.6850056e+01 
   327 :  5.4906530e+00  3.9249536e+01 
   328 :  3.4858654e+01  3.5250404e+01 
   329 :  1.2270479e+01  3.5311370e+01 
   330 :  8.2083532e+00  3.7552124e+01 
   331 :  1.4087781e+01  4.4177726e+01 
   332 :  3.4122009e+01  3.5686848e+01 
   333 :  9.3458688e+00  4.3529507e+01 
   334 :  3.3714739e+00  3.8286287e+01 
   335 :  1.3275601e+00  3.8554699e+01 
   336 : -4.4801130e+00  3.5834935e+01 
   337 :  1.1474233e+01  4.1371217e+01 
   338 :  2.6700950e+01  3.6592428e+01 
   339 :  1.5027086e+01  3.9462566e+01 
   340 :  9.8623168e+00  4.2895960e+01 
   341 :  2.4162468e+01  3.9740370e+01 
   342 :  1.0396824e+01  3.8080374e+01 
   343 :  7.6839595e+00  4.2704661e+01 
   344 :  2.3141998e+01  3.3519568e+01 
   345 :  1.7394897e+01  3.9838182e+01 
   346 :  8.1685249e+00  4.1479520e+01 
   347 :  2.3422645e+01  3.6000140e+01 
   348 :  2.9090043e+01  3.3503426e+01 
   349 :  2.4962344e+01  4.0491678e+01 
   350 :  2.0506473e+01  3.8724748e+01 
   351 :  1.9255312e+01  3.8227490e+01 
   352 :  1.5561830e+01  3.8124229e+01 
   353 :  2.5604923e+01  3.8083268e+01 
   354 :  2.5224016e+01  3.7032155e+01 
   355 :  1.9683995e+01  3.4913259e+01 
   356 :  2.5535192e+01  3.9047737e+01 
   357 :  2.3614775e+01  3.7618291e+01 
   358 :  1.8760703e+01  4.0493866e+01 
   359 :  1.0780883e+01  3.4077196e+01 
   360 :  2.2553130e+01  3.5196586e+01 
   361 :  2.4064437e+01  3.7209796e+01 
   362 :  2.3911987e+00  4.0756791e+01 
   363 :  1.4032721e+00  4.0275863e+01 
   364 :  2.6172415e+01  3.8700238e+01 
   365 :  3.3516746e+01  3.5770693e+01 
   366 :  7.6605522e+00  3.9377316e+01 
   367 :  1.3663273e+01  3.8831616e+01 
   368 :  1.9119273e+01  3.9853114e+01 
   369 :  2.5122500e+01  3.3821881e+01 
   370 : -1.8034945e-01  3.6478103e+01 
   371 : -1.6820964e+00  3.6260855e+01 
   372 :  3.0940957e+01  3.4495264e+01 
   373 :  9.8405596e+00  4.1504392e+01 
   374 :  3.2424708e+01  3.5739873e+01 
   375 :  2.7650885e+01  3.4897381e+01 
   376 :  3.3565387e+01  3.2174642e+01 
   377 :  2.9595060e+01  3.1928023e+01 
   378 :  1.3034504e+01  4.5325358e+01 
   379 :  1.6680322e+01  4.2663781e+01 
   380 :  1.1267648e+01  3.7598797e+01 
   381 :  1.1756602e+01  3.6802725e+01 
   382 :  8.8435139e+00  4.1364274e+01 
   383 : -1.2943919e-01  3.7258205e+01 
   384 :  1.4467106e+01  4.4715009e+01 
   385 :  7.5697064e+00  3.8528619e+01 
   386 :  2.6900542e+01  3.5740272e+01 
   387 :  2.5757295e+01  4.0439530e+01 
   388 :  6.3129231e+00  4.1300717e+01 
   389 :  1.8467895e+01  3.9496103e+01 
   390 :  3.0798239e+01  3.2978124e+01 
   391 :  2.6488610e+01  3.7544150e+01 
   392 :  2.6953226e+01  3.2881276e+01 
   393 :  1.4012230e+01  3.4837559e+01 
   394 :  1.1032403e+01  4.0090236e+01 
   395 :  2.0483507e+01  3.7720299e+01 
   396 :  2.0081846e+01  3.6820629e+01 
   397 :  2.0465189e+01  3.8259545e+01 
   398 :  2.0952349e+01  3.8086696e+01 
Number of triangles 564 
     0 :    296     56     55 
     1 :    240    188    187 
     2 :    303     86     85 
     3 :    328     27     26 
     4 :    349    196    194 
     5 :    263     13     12 
     6 :    339    129    128 
     7 :    318    190    189 
     8 :    307    146    145 
     9 :    271    240    239 
    10 :    296     54     53 
    11 :    296     55     54 
    12 :    302    143    142 
    13 :    335    104    103 
    14 :    316    123    122 
    15 :    375    256     14 
    16 :    359    283     69 
    17 :    192    191    190 
    18 :    386    375    275 
    19 :    201    304    133 
    20 :    319    356    267 
    21 :    295    335    245 
    22 :    335    261    245 
    23 :    258     36     35 
    24 :     24     23     22 
    25 :    314     57     56 
    26 :    378    153    152 
    27 :    288    112    111 
    28 :    297    209    208 
    29 :    272      3      2 
    30 :    341    319    194 
    31 :    288    113    112 
    32 :    189    188    240 
    33 :    316    337    123 
    34 :    260    247     50 
    35 :    382    215    214 
    36 :    312    308    218 
    37 :    373    337    316 
    38 :    284    234    233 
    39 :    324    150    149 
    40 :    319    349    194 
    41 :    265    292     80 
    42 :    363    295    245 
    43 :    252    326      8 
    44 :    304    246    133 
    45 :    313     99     98 
    46 :    185    361    238 
    47 :    251     62     61 
    48 :    296     53     52 
    49 :    253     64     63 
    50 :    321     98     97 
    51 :    291    363    245 
    52 :    318    192    190 
    53 :    324    151    150 
    54 :    398    176    175 
    55 :    258    250     36 
    56 :    389    140    139 
    57 :    364    353      5 
    58 :    364      5      3 
    59 :    327    366    259 
    60 :    311    357    183 
    61 :    359     69     68 
    62 :    253    283     64 
    63 :    351    389    286 
    64 :    255     45     44 
    65 :    271    318    189 
    66 :    303    383     86 
    67 :    248    315    243 
    68 :    292     81     80 
    69 :    337    373    285 
    70 :    354    391    353 
    71 :    391      7      6 
    72 :    273    350    168 
    73 :    282    291    244 
    74 :    398    395    176 
    75 :    315    282    243 
    76 :    347    236    235 
    77 :    384    157    156 
    78 :    387    199    198 
    79 :    340    316    122 
    80 :    296    314     56 
    81 :    300     25     24 
    82 :    358    166    165 
    83 :    340    122    121 
    84 :    339    132    131 
    85 :    300     24     22 
    86 :    319    267      0 
    87 :    325    147    146 
    88 :    308     29     28 
    89 :    327    292    265 
    90 :    269    181    180 
    91 :    199    387      0 
    92 :    320    142    141 
    93 :    294    330     75 
    94 :    378    152    151 
    95 :    314    355    306 
    96 :    347    266    269 
    97 :    383    370     86 
    98 :    251    253     62 
    99 :    328    332    220 
   100 :    262    339    128 
   101 :    305    351    246 
   102 :    283     65     64 
   103 :    323    288    110 
   104 :    364    356    353 
   105 :    360    270    236 
   106 :    391    354    338 
   107 :    287    220    219 
   108 :    328     26     25 
   109 :    329    297    268 
   110 :    356    319    310 
   111 :    357    185    184 
   112 :    307    325    146 
   113 :    314    306    251 
   114 :    389    351    273 
   115 :    337    124    123 
   116 :    376    312    258 
   117 :    312    390    258 
   118 :    327    388    315 
   119 :    350    169    168 
   120 :    359     67     66 
   121 :    355    314    247 
   122 :    360    344    270 
   123 :    229    382    224 
   124 :    252      8      7 
   125 :    272    364      3 
   126 :    325    148    147 
   127 :    349    197    196 
   128 :    249     40     39 
   129 :    344    360    260 
   130 :    314     59     58 
   131 :    353    277      5 
   132 :    370    299     88 
   133 :    306    355    305 
   134 :    314     60     59 
   135 :    329    283    253 
   136 :    316    226    225 
   137 :    347    269    180 
   138 :    334     83     82 
   139 :    383    303    281 
   140 :    359     68     67 
   141 :    325    307    159 
   142 :    358    141    140 
   143 :    357    184    183 
   144 :    254    396    177 
   145 :    314     58     57 
   146 :    268    297    208 
   147 :    290    178    177 
   148 :    267      1      0 
   149 :    308    312    274 
   150 :    331    158    157 
   151 :    335    295    104 
   152 :    303    335    281 
   153 :    333    119    118 
   154 :    330     76     75 
   155 :    324    378    151 
   156 :    339    276    132 
   157 :    266    361    269 
   158 :    308     28     27 
   159 :    263     12     11 
   160 :    303     84     83 
   161 :    307    379    159 
   162 :    385    366    327 
   163 :    257    216    215 
   164 :    391    338    252 
   165 :    289    180    179 
   166 :    284    354    266 
   167 :    314    296    247 
   168 :    298     75     74 
   169 :    288    114    113 
   170 :    332    300     20 
   171 :    275    263     11 
   172 :    384    156    155 
   173 :    354    353    238 
   174 :    276    204    203 
   175 :    343    346    229 
   176 :    387    319      0 
   177 :    309    333    118 
   178 :    306    393    251 
   179 :    312    376    274 
   180 :    375    348    256 
   181 :    258     34     33 
   182 :    365    222    221 
   183 :    349    387    197 
   184 :    370     88     87 
   185 :    387    198    197 
   186 :    319    341    310 
   187 :    352    133    132 
   188 :    277      6      5 
   189 :    353    391    277 
   190 :    293    344     47 
   191 :    285    373    214 
   192 :    352    202    133 
   193 :    290    179    178 
   194 :    374    223    222 
   195 :    360    355    260 
   196 :    255    293     45 
   197 :    320    302    142 
   198 :    345    389    139 
   199 :    321    313     98 
   200 :    393    253    251 
   201 :    353    356    280 
   202 :    273    168    167 
   203 :    295    106    105 
   204 :    350    170    169 
   205 :    299    371     88 
   206 :    382    214    224 
   207 :    283    329     69 
   208 :    358    320    141 
   209 :    285    214    213 
   210 :    284    266    234 
   211 :    373    316    225 
   212 :    337    262    125 
   213 :    320    358    165 
   214 :    281    335    103 
   215 :    350    397    170 
   216 :    255     43     42 
   217 :    338    354    284 
   218 :    320    163    162 
   219 :    398    175    170 
   220 :    384    331    157 
   221 :    387    349    319 
   222 :    328    308     27 
   223 :    392    375    301 
   224 :    267    272      1 
   225 :    333    120    119 
   226 :    277    391      6 
   227 :    217    366    210 
   228 :    396    290    177 
   229 :    300    328     25 
   230 :    294    264    211 
   231 :    246    134    133 
   232 :    373    225    224 
   233 :    379    307    144 
   234 :    343    118    117 
   235 :    262    126    125 
   236 :    355    247    260 
   237 :    311    183    182 
   238 :    363    108    107 
   239 :    316    340    226 
   240 :    326     11     10 
   241 :    259    217    216 
   242 :    336     97     96 
   243 :    266    347    235 
   244 :    318    193    192 
   245 :    293     47     46 
   246 :    343    229    228 
   247 :    388    323    315 
   248 :    388    327    259 
   249 :    278    207    206 
   250 :    280    239    238 
   251 :    369    344    293 
   252 :    374    322    223 
   253 :    308    328    287 
   254 :    392     42     41 
   255 :    278    381    207 
   256 :    294    211    210 
   257 :    385    327    265 
   258 :    308    219    218 
   259 :    355    360    290 
   260 :    329    381     70 
   261 :    339    131    130 
   262 :    342    294     75 
   263 :    302    379    144 
   264 :    395    254    176 
   265 :    301    232    231 
   266 :    381     73     72 
   267 :    322     16     15 
   268 :    356    272    267 
   269 :    311    182    181 
   270 :    361    354    238 
   271 :    240    271    189 
   272 :    379    160    159 
   273 :    344    369    270 
   274 :    371     89     88 
   275 :    336    321     97 
   276 :    264    212    211 
   277 :    322     17     16 
   278 :    329    393    297 
   279 :    272      2      1 
   280 :    326     10      9 
   281 :    309    228    227 
   282 :    374    222     19 
   283 :    282    244    243 
   284 :    386    284    232 
   285 :    334    303     83 
   286 :    383    102    101 
   287 :    397    398    170 
   288 :    381    329    268 
   289 :    214    373    224 
   290 :    378    154    153 
   291 :    313     90     89 
   292 :    367    206    205 
   293 :    375    386    232 
   294 :    354    361    266 
   295 :    391    252      7 
   296 :    368    389    273 
   297 :    307    145    144 
   298 :    336     96     95 
   299 :    336     95     94 
   300 :    371    100     99 
   301 :    332    328    300 
   302 :    356    364    272 
   303 :    281    103    102 
   304 :    345    139    138 
   305 :    341    194    193 
   306 :    355    396    305 
   307 :    254    177    176 
   308 :    351    397    350 
   309 :    394    213    212 
   310 :    378    324    154 
   311 :    330     78     77 
   312 :    292    334     82 
   313 :    308    274     29 
   314 :    343    309    118 
   315 :    323    388    288 
   316 :    374     19     18 
   317 :    209    297    200 
   318 :    377     39     38 
   319 :    352    203    202 
   320 :    336     93     92 
   321 :    286    136    135 
   322 :    351    350    273 
   323 :    248    243    242 
   324 :    356    310    280 
   325 :    368    358    140 
   326 :    222    365     19 
   327 :    300     21     20 
   328 :    393    329    253 
   329 :    304    201    200 
   330 :    324    155    154 
   331 :    341    318    271 
   332 :    320    165    164 
   333 :    368    167    166 
   334 :    259    366    217 
   335 :    223    312    218 
   336 :    365     20     19 
   337 :    256    322     15 
   338 :    331    325    158 
   339 :    245    261    242 
   340 :    335    334    261 
   341 :    398    397    395 
   342 :    264    394    212 
   343 :    323    110    109 
   344 :    288    388    279 
   345 :    325    331    148 
   346 :    295    363    106 
   347 :    298     74     73 
   348 :    283    359     66 
   349 :    396    351    305 
   350 :    353    280    238 
   351 :    369    392    301 
   352 :    369    293    255 
   353 :    289    347    180 
   354 :    299    101    100 
   355 :    365    332     20 
   356 :    317    367    262 
   357 :    362    291    282 
   358 :    291    245    244 
   359 :    314    251     60 
   360 :    369    231    230 
   361 :    340    227    226 
   362 :    345    138    137 
   363 :    313    371     99 
   364 :    286    345    136 
   365 :    389    345    286 
